ID,Truth,Model
proteus_o23a_23c_adl32314.1,WzyB,True
proteus_o24_axy99570.1,WzyC,True
proteus_o25_axy99585.1,WzyC,True
proteus_o26_axy99601.1,WzyC,True
proteus_o27_adl32320.1,WzyA,True
proteus_o28_axz00116.1,WzyC,True
proteus_o29a_axy99612.1,WzyC,True
proteus_o2_axy99336.1,WzyA,True
proteus_o30_axy99624.1,WzyC,True
proteus_o31ab_axy99635.1,WzyB,True
proteus_o32_axy99655.1,WzyA,True
proteus_o33_axy99670.1,WzyC,True
proteus_o34_axy99682.1,WzyA,True
proteus_o36_axy99696.1,WzyB,True
proteus_o37ab_axy99713.1,WzyB,True
proteus_o3a_3c_adl32282.1,WzyA,True
proteus_o40_axy99727.1,WzyA,True
proteus_o41_axy99743.1,WzyA,True
proteus_o42_axy99754.1,WzyB,True
proteus_o44_axy99768.1,WzyC,True
proteus_o45_axy99788.1,WzyA,True
proteus_o45_axy99801.1,Missing,True
proteus_o47_adl32336.1,WzyC,True
proteus_o48_axy99801.1,WzyC,False
proteus_o50_axy99813.1,WzyA,True
proteus_o51_axy99835.1,WzyA,True
proteus_o52_axy99843.1,WzyC,True
proteus_o53_axy99857.1,WzyA,True
proteus_o54ab_axy99873.1,WzyB,True
proteus_o55_axy99885.1,WzyB,True
proteus_o56_axy99906.1,WzyB,True
proteus_o57_axy99926.1,WzyC,True
proteus_o58_axy99943.1,WzyC,True
proteus_o59_axy99961.1,WzyC,True
proteus_o5_axy99352.1,WzyC,True
proteus_o60_axz00132.1,WzyC,True
proteus_o61_axy99974.1,WzyC,True
proteus_o62_axy99991.1,WzyA,True
proteus_o65_axz00003.1,WzyC,True
proteus_o67_axz00013.1,WzyC,True
proteus_o69_axz00032.1,WzyC,True
proteus_o6_axy99368.1,WzyC,True
proteus_o71_axz00047.1,WzyA,True
proteus_o72ab_axz00060.1,WzyC,True
proteus_o73ab_axz00072.1,WzyA,True
proteus_o74_axz00085.1,WzyB,True
proteus_o75_axz00101.1,WzyA,True
proteus_o8_axy99381.1,WzyB,True
proteus_o9_axy99400.1,WzyA,True
proteus_waal_car46213.1,ligases,True
salmonella_a_aav77445.1,WzyB,True
salmonella_b1_aaa27210.1,WzyB,True
salmonella_b2_acf92750.1,WzyB,True
salmonella_c1_aab49386.1,WzyA,True
salmonella_c2_acf64132.1,WzyC,True
salmonella_d1_ach74809.1,WzyB,True
salmonella_d2_ags07363.1,WzyB,True
salmonella_d3_ags07346.1,WzyB,True
salmonella_e_caa43077.1,WzyB,True
salmonella_o11_afw04820.1,WzyA,True
salmonella_o13_abp35578.1,WzyB,True
salmonella_o16_adv17638.1,WzyA,True
salmonella_o17_abl63455.1,WzyC,True
salmonella_o18_abl63451.1,WzyB,True
salmonella_o21_afw04741.1,WzyC,True
salmonella_o28_aco40479.1,WzyB,True
salmonella_o30_aav34507.1,WzyB,True
salmonella_o35_aak83017.1,WzyC,True
salmonella_o38_adv17634.1,WzyA,True
salmonella_o39_afw04696.1,WzyC,True
salmonella_o40_afw04706.1,WzyB,True
salmonella_o41_acj26814.1,WzyB,True
salmonella_o42_afw04812.1,WzyA,True
salmonella_o43_afw04802.1,WzyB,True
salmonella_o44_afw04828.1,WzyC,True
salmonella_o45_afw04716.1,WzyC,True
salmonella_o47_afw04867.1,WzyA,True
salmonella_o48_afw04668.1,WzyC,True
salmonella_o50_aav34523.1,WzyA,True
salmonella_o51_afw04888.1,WzyA,True
salmonella_o52_afw04790.1,WzyB,True
salmonella_o53_afw04837.1,WzyC,True
salmonella_o55_adi39344.1,WzyA,True
salmonella_o56_adi77005.1,WzyB,True
salmonella_o57_afw04883.1,WzyA,True
salmonella_o58_acj26787.1,WzyB,True
salmonella_o59_afw04847.1,WzyC,True
salmonella_o60_afw04860.1,WzyA,True
salmonella_o61_afw04757.1,WzyB,True
salmonella_o62_afw04785.1,WzyA,True
salmonella_o63_afw04735.1,WzyA,True
salmonella_o65_afw04684.1,WzyA,True
salmonella_o6_14_aaq91207.1,WzyB,True
shigella_b10_aaw29815.1,WzyA,True
shigella_b11_aas98031.1,WzyA,True
shigella_b12_acd37026.1,WzyC,True
shigella_b13_aar24270.1,WzyB,True
shigella_b14_acd37051.1,WzyC,True
shigella_b15_acd37078.1,WzyA,True
shigella_b16_abd19779.1,WzyC,True
shigella_b17_abi55342.1,WzyA,True
shigella_b18_aay23339.1,WzyB,True
shigella_b1_ugn72586.1,WzyA,True
shigella_b2_acd37126.1,WzyB,True
shigella_b3_acd37037.1,WzyC,True
shigella_b4_aal27318.1,WzyC,True
shigella_b5_aal27327.1,WzyB,True
shigella_b6_aal27339.1,WzyA,True
shigella_b7_acd37072.1,WzyB,True
shigella_b8_aca24754.1,WzyC,True
shigella_b9_aal27351.1,WzyB,True
shigella_d10_aca24912.1,WzyC,True
shigella_d11_aca24840.1,WzyA,True
shigella_d12_aca24811.1,WzyA,True
shigella_d13_aca24792.1,WzyA,True
shigella_d1_ugn72378.1,WzyB,True
shigella_d2_acd37006.1,WzyC,True
shigella_d3_acd37105.1,WzyA,True
shigella_d4_acd36984.1,WzyC,True
shigella_d5_aca24868.1,WzyC,True
shigella_d7_aar97964.1,WzyB,True
shigella_d8_aca24776.1,WzyA,True
shigella_d9_acd37111.1,WzyC,True
shigella_f2_ugn72493.1,WzyC,True
shigella_f6_aca24772.1,WzyC,True
spneumoniae_10a_cai33048.1,WzyA,True
spneumoniae_10b_cai34733.1,WzyA,True
spneumoniae_10c_cai33084.1,WzyA,True
spneumoniae_10d_39x,WzyA,True
spneumoniae_10f_cai33105.1,WzyA,True
spneumoniae_11a_cai33128.1,WzyC,True
spneumoniae_11b_cai33149.1,WzyC,True
spneumoniae_11c_cai33169.1,WzyC,True
spneumoniae_11d_cai33188.1,WzyC,True
spneumoniae_11e_adn28010.1,WzyC,True
spneumoniae_11f_cai33207.1,WzyC,True
spneumoniae_12a_cai33226.1,WzyC,True
spneumoniae_12b_cai33252.1,WzyC,True
spneumoniae_12f_cai33278.1,WzyC,True
spneumoniae_13_cai33309.1,WzyC,True
spneumoniae_14_cai33324.1,WzyC,True
spneumoniae_15a_cai33343.1,WzyC,True
spneumoniae_15b_cai33366.1,WzyC,True
spneumoniae_15c_cai33389.1,WzyC,True
spneumoniae_15f_cai33412.1,WzyC,True
spneumoniae_16a_cai33441.1,WzyC,True
spneumoniae_16f_cai33466.1,WzyC,True
spneumoniae_17a_cai33491.1,WzyC,True
spneumoniae_17f_cai33515.1,WzyC,True
spneumoniae_18a_cai33537.1,WzyC,True
spneumoniae_18b_cai33561.1,WzyC,True
spneumoniae_18c_cai33585.1,WzyC,True
spneumoniae_18f_cai33610.1,WzyC,True
spneumoniae_19a_cai33631.1,WzyB,True
spneumoniae_19b_cai33652.1,WzyC,True
spneumoniae_19c_cai33675.1,WzyC,True
spneumoniae_19f_cai33700.1,WzyB,True
spneumoniae_1_cai32705.1,WzyB,True
spneumoniae_20a_cai33718.1,WzyA,True
spneumoniae_20b_afn40464.1,WzyA,True
spneumoniae_21_cai33745.1,WzyC,True
spneumoniae_22a_cai33774.1,WzyB,True
spneumoniae_22f_cai33798.1,WzyB,True
spneumoniae_23a_cai33817.1,WzyC,True
spneumoniae_23b_cai33840.1,WzyC,True
spneumoniae_23f_cai33862.1,WzyC,True
spneumoniae_24a_cai33890.1,WzyC,True
spneumoniae_24b_1_cai33915.1,WzyC,True
spneumoniae_24c_24x_up74135.1,WzyC,True
spneumoniae_24f_1_cai33941.1,WzyC,True
spneumoniae_25a_cai33966.2,WzyB,True
spneumoniae_25f_cai33983.1,WzyB,True
spneumoniae_27_cai34008.1,WzyA,True
spneumoniae_28a_cai34032.1,WzyC,True
spneumoniae_28f_cai34057.2,WzyC,True
spneumoniae_29_cai34080.1,WzyC,True
spneumoniae_2_cai32727.1,WzyC,True
spneumoniae_31_cai34099.1,WzyC,True
spneumoniae_32a_cai34124.1,WzyC,True
spneumoniae_32f_cai34150.1,WzyC,True
spneumoniae_33a_cai34177.1,WzyC,True
spneumoniae_33b_cai34198.1,WzyC,True
spneumoniae_33c_cai34217.1,WzyC,True
spneumoniae_33d_cai34236.1,WzyC,True
spneumoniae_33f_cai34254.1,WzyC,True
spneumoniae_33g_wnt95670.1,WzyC,True
spneumoniae_34_cai34269.1,WzyB,True
spneumoniae_35a_cai34286.1,WzyC,True
spneumoniae_35b_cai34310.1,WzyC,True
spneumoniae_35c_cai34328.1,WzyC,True
spneumoniae_35d_aqs23546.1,WzyC,True
spneumoniae_35f_cai34348.1,WzyC,True
spneumoniae_36_cai34369.1,WzyC,True
spneumoniae_37_cai34388.1,WzyC,True
spneumoniae_38_cai34407.1,WzyB,True
spneumoniae_39_cai34436.1,WzyA,True
spneumoniae_40_cai34454.1,WzyC,True
spneumoniae_41a_cai34475.1,WzyC,True
spneumoniae_41f_cai34498.1,WzyC,True
spneumoniae_42_cai34519.1,WzyC,True
spneumoniae_43_cai34544.1,WzyC,True
spneumoniae_44_cai34753.1,WzyC,True
spneumoniae_45_cai34587.1,WzyA,True
spneumoniae_46_cai34613.1,WzyC,True
spneumoniae_47a_cai34641.1,WzyC,True
spneumoniae_47f_cai34657.1,WzyC,True
spneumoniae_48_cai34680.1,WzyC,True
spneumoniae_4_cai32772.1,WzyB,True
spneumoniae_5_cai32797.1,WzyC,True
spneumoniae_6a_cai32823.1,WzyB,True
spneumoniae_6b_cai32843.1,WzyB,True
spneumoniae_6c_aeo88686.1,WzyB,True
spneumoniae_6d_ado95346.1,WzyB,True
spneumoniae_6e_sbt85383.1,WzyB,True
spneumoniae_6f_ahf51336.1,WzyB,True
spneumoniae_6g_ahf51351.1,WzyB,True
spneumoniae_7a_cai32867.1,WzyC,True
spneumoniae_7b_cai32889.1,WzyC,True
spneumoniae_7c_cai32910.1,WzyC,True
spneumoniae_7f_cai32935.1,WzyC,True
spneumoniae_8_cai32957.1,WzyC,True
spneumoniae_9a_cai32973.1,WzyC,True
spneumoniae_9l_cai32993.1,WzyC,True
spneumoniae_9n_cai33011.1,WzyC,True
spneumoniae_9v_cai33029.1,WzyC,True
tigr04370_glyco_rpt_poly_seed_a0a420e603,HMM Seed,True
vibrio_cholerae_pgll_wp_001883229.1,ligases,True
vibrio_cholerae_waal_aal76926.1,ligases,True
ypseudotuberculosis_o10_adx97403.1,WzyC,True
ypseudotuberculosis_o11_acv52983.1,WzyB,True
ypseudotuberculosis_o12_afv46136.1,WzyA,True
ypseudotuberculosis_o15_cax18360.1,WzyB,True
ypseudotuberculosis_o1a_aan23041.1,WzyA,True
ypseudotuberculosis_o1b_cab63298.1,WzyB,True
ypseudotuberculosis_o1c_adi59429.1,WzyC,True
ypseudotuberculosis_o2a_aan23078.1,WzyA,True
ypseudotuberculosis_o2b_adi59445.1,WzyC,True
ypseudotuberculosis_o2c_aka20935.1,WzyB,True
ypseudotuberculosis_o3_ajj60823.1,WzyB,True
ypseudotuberculosis_o4a_aka20966.1,WzyB,True
ypseudotuberculosis_o4b_aan23057.1,WzyA,True
ypseudotuberculosis_o5a_aka20981.1,WzyB,True
ypseudotuberculosis_o5b_aka20999.1,WzyB,True
ypseudotuberculosis_o6_aep25500.1,WzyA,True
ypseudotuberculosis_o7_aep25477.1,WzyC,True
ypseudotuberculosis_o9_cdf66396.1,WzyB,True
